,User,User_statuses_count,user_followers,fav_count,User_location,Tweets
743,Gabriel Spencer,3,0,0,,@BofA_Help Yes I called the prepaid card service They want me to come to Bank of America with two forms of I’d I’m… https://t.co/9AbUXPfiiB
744,ANSHUMAN DUBEY🇮🇳🌞🚩,77227,616,0,"BHOPAL,MADHYA PRADESH","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
745,Breaking News,903097,76859,1,New York,$FTCH - Farfetch stock surges as Bank of America praises Richemont deal https://t.co/krWpSX2M2L
746,Wayne Sisk 📚 🇺🇸,153455,3836,0,,RT @AnthonyWSOC9: Today: we’re expecting Cam Newton to arrive for team practice at Bank of America stadium. The Panthers will also hold a n…
747,His Lady,7109,298,0,SC,@Panthers we missed Cam! Welcome home! See you soon!! Bank of America Stadium we will see you soon. https://t.co/ZhMCnYZ9V6
748,flan con quezo,1716,2,0,,🚨BREAKING: Bank of America announced that you will be able to exchange TRUMP COIN to USD starting from 8th of Janua… https://t.co/ILWSwQFR2N
749,AJs Pups,4925,50,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
750,HM HR RHONDA SUZANNE BELCHER,8706,18,0,,DEAR BANK OF AMERICA BY LAW YOU HAD 90 DAYS TO REFUND ME IF IT IS NOT IN MY ACCOUNT AS I SPEAK WE WILL SEIZE EVERY… https://t.co/hipizgANxE
751,Ara,5775,25,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
752,XRP Gator,23274,7131,0,"California, USA",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
753,Bank of America,10869,579980,0,,"@offbrandmo Hi there, we noticed your post and wanted to reach out. If you happen to have any questions related to… https://t.co/J9FZ7alg7T"
754,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,@Knowledge4Cents If you happen to have any other questions related to a Bank of America account or service that we… https://t.co/ybekwvcs8j
755,HM HR RHONDA SUZANNE BELCHER,8706,18,0,,"AND I AM STILL WAITING FOR BANK OF AMERICA TO REFUND ME THE $200000 THAT WAS LAUNDERED FROM MY ACCOUNT.
NO SHE DIDN… https://t.co/hCROwSOTjf"
756,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,@Knowledge4Cents We take fraudulent attempts to impersonate our brand very seriously. If you receive a suspicious c… https://t.co/LEJoxFiD6J
757,dead anarchist,1916,586,0,,RT @TrashSnout69: Working for Bank of America during the housing crisis.
758,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@Knowledge4Cents Hi, thanks for reaching out to us. Based on the details you've shared, we can confirm that this do… https://t.co/FMlP60TSqM"
759,Jay Grissom (Sparktan #000589),14789,583,0,"San Diego, CA",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
760,Tristan,3798,918,7,999,Bank of America has to be the worst bank
761,hiro,16902,267,0,"Tokyo, Japan","RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…"
762,Nikademus Lawman,8333,73,0,,"This is supposed to read ""2ND proto-Federal Reserve"". The ""1st National Bank's"" usurious ownership of America as SO… https://t.co/HdaMeRQWji"
763,Gwendolyn Weathersby,4098,1,0,,"@FBISanFrancisco @FBIElPaso @SecretService @USSupremeCourt 
At Citibank, Bank of America &amp; Chase Corporate…"
764,Capital City Tickets,92322,1195,0,"Charlotte, NC",Save on 2021 ACC Football Championship #Tickets in Charlotte at Bank of https://t.co/EBvG6erccv #cheaptickets #buytickets #ticketsonsale
765,Lutheran Leftist 🦬🌹🚩,512,305,0,The imperial core,"@MetzUAC1530 @PastorSharp Yes, when I see a medical bill that costs me more than three months wages for like a Tyle… https://t.co/Zo6NjAMhZk"
766,Zenda Lion,2112,31,0,,RT @MarketsMickle: XRP Massive news coming! Exchanges forced to buy back! Bank of America! ... https://t.co/ZZcHV1AEX2 via @YouTube #xrp #X…
767,Gwendolyn Weathersby,4098,1,0,,"@POTUS 
At Citibank, Bank of America &amp; Chase Corporate…"
768,ManifestDuality,1238,48,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
769,Asia🌋💎🦅,5755,70,0,Nigeria,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
770,Richard haupt,3719,8,0,,"Bank of America

Told Employees to get on with

CRITICAL RACE THEORY

And CEDE POWER TO BLACKS

Like COKE telling E… https://t.co/O8u0v3R6V7"
771,Charandip Singh,16466,123,0,"Guwahati, Assam ","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
772,Delta Zulu,31280,1125,0,earth,RT @giants26: @MelikPehlivanov @TechDev_52 Not that much. https://t.co/wH4Wv3mFR8
773,Cassandra Ryder,3745,281,0,Upside down on aerial silks,"@BamaAdvisor Berkshire Hathaway bailing out BofA in 2010

https://t.co/UCCOyYvEHh"
774,deborahh🌎💗 marie #Extinction Is Forever,248427,6263,0,Antarctica,"RT @nazani14: @exxonmobil JP Morgan Chase, Wells Fargo, CITI, and Bank of America all lead in bank financing for 2300 companies across the…"
775,The Women's Home,1235,517,0,"Houston, TX","Thank you to @emersonhouston
Boyd &amp; Evelyn Mullen Charitable Foundation, Bank of America, N.A., Co-Trustee, The Gil… https://t.co/C3C9WeHlP9"
776,VaniMM,9953,44,0,,@RajapaksaNamal @RealBRajapaksa @GotabayaR Basil a former chairman at Federal Reserve Bank of America 🤣🤣🤣
777,Andy Tobin - Tweets Views Are My Own TMO.,50298,6870,0,"Paulden,AZ-Parlor=@AndyTobin69",RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
778,𝓶. 𝓶. 𝓶. 🌷,2557,135,0,"Charlotte, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
779,Latinos Progresando,5678,3758,1,"3047 W. Cermak Rd. Chicago, IL",There is no better way to run the Chicago marathon than doing it while supporting a great cause! Join Team Latinos… https://t.co/iGXFtGb0v4
780,Tech Investor News,168365,3010,0,San Francisco,"Zacks Value Trader Highlights: Berkshire Hathaway, VOO, Apple, Bank of America and QQQ (Yahoo! Finance: Company New… https://t.co/6m29eOX0sx"
781,Air Transport World,31072,76043,3,,"A joint Aviation Week Network and Bank of America Global Research survey of more than 900 respondents, including a… https://t.co/GireGKEbCn"
782,SCORE SC Lowcountry,310,1386,0,"South Carolina, USA",Last week non-traditional methods of financing were discussed. For the fourth week of our annual fall Veteran Entre… https://t.co/wlVsdcicbM
783,ken,4622,60,0,Jupiter,Bank of America is horrible 😭
784,👼🏾,22092,472,0,,Wow Bank of America coming in clutch
785,Brendon Latham,6317,415,0,,RT @joshkleinrules: The moment when the offensive starters are announced vs. WFT will literally be one of the most incredible in the histor…
786,Amalia,1598,62,0,South Florida,@CuckooClawsons @Nerdy_Addict Bank of America as well
787,Jay Hodl • ⓣⓥⓧ,6052,178,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
788,Brand Igniter® Inc.,356,11,0,"Toronto, Ontario","BABY BOOM AHEAD... WHICH BRANDS WILL WIN? 

Smart brands will win in the consumer's mind first, then on the shelves… https://t.co/zz069iMP99"
789,lc 🏈🌰🍂🍁🦃🌅,49219,4913,11,,"@bradheath @IslandGirlPRV Robinhood Financial LLC, Robinhood Securities LLC, Citibank and Bank of America is what j… https://t.co/DSwPyUshXH"
790,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@ausmride If you receive a suspicious call, text or email from someone claiming to be from Bank of America, do not… https://t.co/6uHhQc9F2y"
791,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,@ausmride We work hard to ensure that any Bank of America content you’re receiving is really from Bank of America.… https://t.co/b5YMGnS0e4
792,Nima Capital,2692,428,0,"New York, NY","RT @Anchorage: ICYMI: @Blockworks_ @caseywagnerr reports on Anchorage Digital's new Head of Sales, @CamillaChurcher who will help the compa…"
793,Silk Council (ISEPC),6706,220,0,"New Delhi, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
794,BAND$🤑💸💰,47068,3778,0,"North Carolina, USA",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
795,Aaron Chase Jr.,37070,764,0,"Charlotte, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
796,Barret,3374,152,0,FRANKI VALI & THE $ECOfi BOIS,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
797,E$.,89865,835,0,,RT @ShutUpSamir: Bank of America stadium when Cam comes out of that tunnel??!! It’s UP!
798,Mahendra Gadia,84808,683,0,"Ujjain, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
799,Roger Blackwell,229950,1870,1,Britain,"'Many companies, however, do know it’s time to treat workers better. Bank of America has raised its minimum pay to… https://t.co/lp7ZxqDZHS"
800,TheButz🇺🇸,200,4,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
801,🍃🕊 ConQuest 🦅🍃,81964,815,0,USA,RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
802,Black Tooth Grin🇺🇸,14192,201,0,,RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
803,Doomhower,45242,276,1,Columbus Ohio ,@tlb1006 I kno right. Bank of America gonna go crazy lol
804,William Routledge,9592,132,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
805,𝕄𝕣. 𝕏𝔻𝕔,9509,263,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
806,Bank of America Stadium WeatherSTEM,3738,217,0,"Charlotte, North Carolina",Bank of America Building time lapse from 2021-11-11 https://t.co/O88QNlAB6L
807,AZSuburbs,450044,9544,0,Maricopa County ground zero,RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
808,Judy Dian,35223,193,0,,RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
809,Columnated Ruins,45435,9576,0,,RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
810,Chris Granillo Art,2258,270,0,California,Imagine if The United Farm Workers of America &amp; The African American Leadership Forum started a Bank to serve the c… https://t.co/hvLZ7UBabW
811,𝙖𝙙𝙟𝙤𝙬𝙖 𝙖. ✨,4450,1463,0,QGTM,RT @omarixg: y'all must think i'm bank of america the way y'all be brave enough to ask me for money
812,John #KeepAZRed 🇺🇸🌵,100582,10222,0,"Phoenix, AZ",RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
813,bayou bubblegum missez :*:･ﾟ☆,23098,353,0,houston,RT @briejinsui: @ST4RG4ZINGS @4STR0GlRL at least diamontè does it better. miss bank of america on the other hand…
814,Kimberly Yee,1771,7613,41,"Phoenix, Arizona",I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied… https://t.co/jjR6mXrxRw
815,unlvgrad03,68875,102,0,"36.079155,-115.031136",RT @BoardingArea: (Payouts Happening) Bank of America $66 Million Class Action Settlement for Overdraft Fees https://t.co/UtfO6TjDKY via @m…
816,BoardingArea,238577,53169,1,,(Payouts Happening) Bank of America $66 Million Class Action Settlement for Overdraft Fees https://t.co/UtfO6TjDKY via @milestomemories
817,Miles to Memories,22484,15477,0,United States,(Payouts Happening) Bank of America $66 Million Class Action Settlement for Overdraft Fees https://t.co/MKrMin2kit
818,Anchorage Digital,512,18375,36,"San Francisco, CA","ICYMI: @Blockworks_ @caseywagnerr reports on Anchorage Digital's new Head of Sales, @CamillaChurcher who will help… https://t.co/A9uNa1Jqkm"
819,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@OrGianfranco Hi there, we noticed your post and wanted to reach out. If you happen to have any questions related t… https://t.co/qzBi0g7NtK"
820,Morley,8198,97,0,,"RT @OilandEnergy: Bank of America is calling $120 oil as early as the first quarter of 2022, citing a potential demand surge as power provi…"
821,Zane,44232,224,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
822,भगत सिंह भाटी,63138,4675,0,"Jaisalmer, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
823,Montu patel bjp,2408,1065,0,Ahmedabad,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
824,brie ᥫ᭡.,3909,118,2,dtx • she/her. ,@ST4RG4ZINGS @4STR0GlRL at least diamontè does it better. miss bank of america on the other hand…
825,MONDO CREEPY Official,3783,843,0,"New Jersey, USA",@ElGarySanchez @BankofAmerica Is Bank Of America going to help you with your batting average?
826,💸FreeBandFlav🎒,65274,3419,0,,I’m really starting to hate Bank of America
827,Ronzoko Skwishy,46,0,1,,"@BankofAmerica Bank of America, you helped a criminal rip me off. When I came to you for help you gave me none, mad… https://t.co/omGeneAiV9"
828,Rudy,3021,322,3,,@mac_brackin And we all know Bank of America and JPMorgan are both biased. Also it doesn't help that chamath has a target on his back. $clov
829,Rylynn Grayson,7696,3,0,,"PART 13:

Whites&amp;blacks who worked at Advanta and apart of Eileen cult participated in having our white coworker na… https://t.co/rOARij72eu"
830,Seneca Fritts,782,111,0,"Charlotte, NC",RT @wcnc: Cam Newton gave nine years out on the gridiron inside Bank of America Stadium. But it's what he did outside of the stadium that r…
831,Proust Springsteen,69,13,0,,@BankofAmerica @Jenisplendid @jenisicecreams No one’s going to listen to a Bank of America podcast.
832,Zephy Zeppelin | Thank you Miura | ACMF,115044,552,0,"Ohio, USA","RT @NascarPaint: Trevor Bayne - AdvoCare (Ford)

2014 Bank of America 500 (Charlotte Motor Speedway) #NASCAR https://t.co/SocneIStng"
833,FREKI🐺HBAR🔥XRP🔥ADA🔥ETH🔥,116800,5494,0,Mexico,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
834,dipak malviya,25875,1281,0,Mp Barwani,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
835,Richard haupt,3719,8,0,,"BANK OF AMERICA

Told Employees to get on with the

CRITICAL RACE THEORY

And CEDE POWER TO BLACKS

Like COKE telli… https://t.co/HFNAxkQ4Na"
836,sulabh advait,190308,849,0,"Kanpur, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
